Date,Time PST,Air Temp °F, Bed Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-11-14,00:15,50.7,,44.9,80.4,0.0,E@0.9,3.9,0.0,0,51.0,21.6,30.0,50.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,00:30,51.4,,45.1,79.0,0.0,SW@2.0,3.9,0.0,0,51.0,21.6,29.99,50.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,00:45,50.7,,44.4,78.9,0.0,SW@1.0,3.1,0.0,0,51.0,21.6,29.99,50.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,01:00,48.7,,43.8,82.9,0.0,W@0.3,1.7,0.0,0,51.0,21.6,29.98,48.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,01:15,48.1,,44.4,87.0,0.0,N @0.0,0.0,0.0,0,50.9,21.6,29.98,47.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,01:30,47.4,,44.1,88.2,0.0,SW@0.1,2.1,0.0,0,50.9,21.6,29.98,46.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,01:45,47.7,,44.6,88.7,0.0,S@0.4,3.9,0.0,0,50.9,21.6,29.98,47.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,02:00,50.2,,45.4,83.5,0.0,SW@2.1,4.6,0.0,0,50.9,21.6,29.98,49.6,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,02:15,51.2,,44.8,78.6,0.0,S@1.5,4.2,0.0,0,50.9,21.6,29.98,50.5,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,02:30,51.3,,44.8,78.1,0.0,S@1.6,3.9,0.0,0,50.9,21.6,29.98,50.7,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,02:45,51.9,,44.7,76.3,0.0,SW@1.4,3.9,0.0,0,50.8,21.6,29.98,51.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,03:00,52.2,,44.7,75.4,0.0,SW@2.7,6.0,0.0,0,50.8,21.6,29.99,51.7,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,03:15,51.7,,44.4,75.9,0.0,W@0.9,3.5,0.0,0,50.8,21.6,29.99,51.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,03:30,50.3,,44.6,80.6,0.0,N@1.2,5.3,0.0,0,50.8,21.6,30.0,49.7,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,03:45,51.0,,44.7,78.9,0.0,NW@1.6,4.6,0.0,0,50.8,21.6,29.99,50.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,04:00,50.7,,44.8,80.1,0.0,NW@0.7,3.1,0.0,0,50.7,21.6,29.99,50.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,04:15,50.3,,44.7,81.0,0.0,E@0.5,3.5,0.0,0,50.7,21.6,29.99,49.5,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,04:30,48.9,,44.3,84.0,0.0,W@0.0,1.4,0.0,0,50.7,21.6,29.99,48.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,04:45,48.3,,44.4,86.4,0.0,E@0.9,2.1,0.0,0,50.7,21.6,29.99,47.6,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,05:00,49.5,,44.9,84.1,0.0,SE@1.6,3.9,0.0,0,50.7,21.6,29.99,48.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,05:15,50.6,,44.5,79.5,0.0,SE@0.3,2.1,0.0,0,50.7,21.6,29.99,49.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,05:30,49.9,,44.3,81.0,0.0,SW@1.0,3.9,0.0,0,50.6,21.6,30.0,49.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,05:45,51.0,,44.2,77.3,0.0,SW@2.1,4.6,0.0,0,50.6,21.6,29.99,50.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,06:00,51.0,,43.8,76.0,0.0,SW@2.9,4.9,0.0,0,50.6,21.6,30.0,50.5,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,06:15,50.2,,43.5,77.7,0.0,SW@2.6,4.2,0.0,0,50.6,21.6,30.0,49.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,06:30,49.8,,43.3,78.0,0.0,S@2.0,3.1,0.0,0,50.6,21.6,30.0,49.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,06:45,49.3,,43.4,80.0,0.0,E@0.2,2.1,0.0,0,50.5,21.6,30.0,48.5,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,07:00,47.9,,42.6,81.8,0.0,SE@0.2,2.4,0.0,1,50.5,21.6,30.01,47.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,07:15,46.3,,42.4,86.2,0.0,NE@0.1,1.7,0.0,2,50.5,21.6,30.0,45.5,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,07:30,46.6,,43.6,89.0,0.0,S@0.2,2.4,0.0,3,50.5,21.6,30.0,45.9,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,07:45,48.5,,44.7,86.6,0.0,S@1.0,4.2,0.0,7,50.5,21.6,30.0,47.9,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,08:00,49.3,,44.7,84.1,0.0,NW@0.2,2.1,0.0,15,50.5,21.6,30.0,48.7,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,08:15,49.0,,45.3,87.1,0.0,N @0.9,2.4,0.0,22,50.4,21.6,30.0,48.5,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,08:30,49.5,,45.7,86.6,0.0,S@1.3,4.9,0.0,35,50.4,21.6,29.99,49.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,08:45,52.0,,44.9,76.7,0.0,S@2.5,6.7,0.0,50,50.4,21.6,29.99,51.6,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,09:00,53.0,,44.4,72.5,0.0,S@2.8,6.4,0.0,66,50.4,21.6,29.99,52.6,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,09:15,53.4,,44.6,72.0,0.0,S@2.8,4.9,0.0,83,50.4,21.6,29.99,53.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,09:30,53.8,,44.7,71.1,0.0,S@3.4,7.4,0.0,99,50.3,21.6,29.99,53.7,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,09:45,53.9,,44.2,69.3,0.0,S@3.1,6.4,0.0,90,50.3,21.6,29.99,53.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,10:00,54.0,,44.0,68.9,0.0,S@3.0,6.4,0.0,99,50.3,21.6,29.99,53.9,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,10:15,54.5,,44.0,67.4,0.0,S@3.4,6.7,0.0,135,50.3,21.6,29.99,54.4,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,10:30,55.2,,44.5,67.1,0.0,S@3.3,7.4,0.0,173,50.3,21.6,30.0,55.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,10:45,56.7,,45.3,65.3,0.0,SE@2.9,5.7,0.0,299,50.2,21.6,30.0,56.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,11:00,58.5,,45.9,62.9,0.0,SW@4.4,7.8,0.0,309,50.2,21.6,30.01,58.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,11:15,56.1,,45.6,67.9,0.0,SW@7.2,12.1,0.0,207,50.2,21.6,30.02,56.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,11:30,55.3,,46.8,72.8,0.0,SW@6.5,12.1,0.0,234,50.2,21.6,30.02,55.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,11:45,55.0,,48.0,77.4,0.0,SW@4.7,7.4,0.0,141,50.2,21.6,30.02,55.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,12:00,54.0,,49.3,83.9,0.0,SW@4.8,8.2,0.0,89,50.2,21.6,30.02,54.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,12:15,53.9,,49.6,85.3,0.0,SW@4.3,7.4,0.0,122,50.2,21.6,30.01,53.9,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,12:30,54.0,,49.6,85.0,0.0,SW@4.6,8.5,0.0,87,50.2,21.6,30.01,54.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,12:45,54.5,,50.0,84.6,0.0,S@4.2,9.2,0.0,224,50.3,21.6,30.01,54.5,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,13:00,55.0,,49.3,80.8,0.0,S@4.8,7.8,0.0,246,50.3,21.6,30.01,55.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,13:15,55.0,,49.3,80.8,0.0,S@4.5,7.4,0.0,196,50.3,21.6,30.01,55.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,13:30,54.2,,49.0,82.4,0.0,S@4.5,8.2,0.0,119,50.3,21.6,30.01,54.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,13:45,54.0,,48.9,82.9,0.0,S@4.4,7.4,0.0,97,50.3,21.6,30.01,54.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,14:00,53.5,,48.8,84.0,0.0,S@4.9,8.5,0.0,62,50.3,21.6,30.01,53.5,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,14:15,52.8,,48.7,85.8,0.0,S@4.6,8.2,0.0,23,50.4,21.6,30.01,52.7,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,14:30,52.5,,48.6,86.5,0.0,S@4.2,8.5,0.0,33,50.4,21.6,30.01,52.4,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,14:45,52.4,,48.6,86.6,0.0,S@4.2,7.1,0.0,31,50.4,21.6,30.01,52.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,15:00,52.4,,48.6,86.7,0.0,S@3.0,4.9,0.0,33,50.4,21.6,30.01,52.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,15:15,52.4,,48.5,86.5,0.0,S@3.7,6.7,0.0,28,50.5,21.6,30.0,52.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,15:30,52.4,,48.7,86.9,0.0,S@3.2,6.0,0.0,17,50.5,21.6,30.01,52.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,15:45,52.4,,48.8,87.6,0.0,S@3.9,8.2,0.0,24,50.5,21.6,30.0,52.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,16:00,52.2,,48.7,87.9,0.0,S@4.5,8.5,0.0,19,50.6,21.6,30.0,52.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,16:15,51.9,,48.4,87.7,0.0,S@4.4,9.2,0.0,11,50.6,21.6,30.0,51.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,16:30,51.9,,48.5,88.1,0.0,S@4.1,7.4,0.0,8,50.6,21.6,30.0,51.7,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,16:45,51.9,,48.7,88.8,0.0,S@5.9,12.4,0.0,2,50.6,21.6,30.0,51.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,17:00,52.0,,48.8,88.8,0.0,S@6.1,11.7,0.0,2,50.7,21.6,30.0,51.9,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,17:15,52.0,,49.0,89.2,0.0,S@5.2,11.4,0.0,0,50.7,21.6,30.0,51.9,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,17:30,52.2,,49.0,89.0,0.0,S@5.2,9.2,0.0,0,50.7,21.6,30.0,52.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,17:45,52.0,,48.9,88.9,0.0,S@3.8,7.1,0.0,0,50.7,21.6,29.99,51.8,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,18:00,52.2,,49.0,89.0,0.0,S@3.8,7.4,0.0,0,50.8,21.6,30.0,52.0,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,18:15,52.3,,49.2,88.9,0.0,S@4.3,7.4,0.0,0,50.8,21.6,30.0,52.1,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,18:30,52.4,,49.2,89.0,0.0,S@3.4,8.5,0.0,0,50.8,21.6,30.0,52.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,18:45,52.4,,49.3,89.0,0.0,S@3.4,6.7,0.0,0,50.8,21.6,30.0,52.2,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,19:00,52.5,,49.2,88.3,0.0,S@4.1,8.2,0.0,0,50.8,21.6,30.0,52.3,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,19:15,52.6,,49.3,88.4,0.0,S@4.1,8.9,0.0,0,50.8,21.6,30.0,52.4,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,19:30,52.6,,49.4,88.7,0.0,S@4.9,8.5,0.0,0,50.8,21.6,30.0,52.4,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,19:45,52.8,,49.5,88.7,0.0,S@5.4,8.9,0.0,0,50.9,21.6,30.0,52.6,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
2019-11-14,20:00,52.8,,49.5,88.4,0.0,S@6.4,11.7,0.0,0,50.9,21.6,30.0,52.7,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-01-21 17:55:00.164101
