Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-10-31,00:15,,NW@NA,,,,,63.7,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,00:30,,W@NA,,,,,64.8,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,00:45,,W@NA,,,,,65.7,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,01:00,,W@NA,,,,,64.7,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,01:15,,W@NA,,,,,69.3,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,01:30,,W@NA,,,,,70.4,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,01:45,,W@NA,,,,,70.7,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,02:00,,W@NA,,,,,71.1,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,02:15,,W@NA,,,,,71.9,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,02:30,,W@NA,,,,,72.1,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,02:45,,NW@NA,,,,,68.7,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,03:00,,W@NA,,,,,69.9,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,03:15,,W@NA,,,,,74.7,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,03:30,,NW@NA,,,,,76.9,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,03:45,,W@NA,,,,,77.3,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,04:00,,W@NA,,,,,75.5,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
2019-10-31,04:15,,W@NA,,,,,77.2,,"Cemetery*, The Dalles, Wasco County",100008,"Cemetery, OR",2020-06-01 00:25:15.423399
