Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F, Soil VWC %,Location,Station ID,Station Name,Download Timestamp
2009-03-05,00:15,45.0,42.4,90.3,0.0,0.0,,SW,5.5,10.7,0.01,44.2,2134.5,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,00:30,45.0,42.2,89.6,0.0,0.0,,SW,5.8,11.7,0.01,44.2,2137.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,00:45,45.0,42.0,89.1,0.0,0.0,,SW,5.6,9.6,0.01,44.2,2137.7,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,01:00,45.0,42.0,89.0,0.0,0.0,,SW,6.2,13.2,0.01,44.2,2137.7,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,01:15,45.0,41.9,88.8,0.0,0.0,,SW,5.6,12.4,0.0,44.2,2136.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,01:30,45.0,41.8,88.5,0.0,0.0,,SW,6.3,11.7,0.0,44.2,2136.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,01:45,45.0,42.0,88.8,0.0,0.0,,SW,7.5,13.9,0.0,44.2,2134.6,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,02:00,45.0,41.9,88.8,0.0,0.0,,SW,7.6,13.2,0.0,44.2,2134.7,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,02:15,45.0,41.9,88.5,0.0,0.0,,SW,7.1,12.1,0.0,44.2,2134.5,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,02:30,45.0,42.0,89.0,0.0,0.0,,SW,7.9,14.2,0.0,44.2,2136.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,02:45,43.0,40.2,89.8,0.03,0.0,,SW,6.7,14.2,0.68,44.2,2131.4,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,03:00,42.4,40.8,93.8,0.01,0.0,,SW,6.3,14.6,0.87,44.2,2129.9,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,03:15,42.8,41.6,95.4,0.01,0.0,,W,6.8,13.5,0.89,44.2,2133.6,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,03:30,43.0,41.7,95.2,0.0,0.0,,W,6.0,16.4,0.92,44.2,2136.9,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,03:45,42.7,41.3,94.7,0.0,0.0,,W,6.0,11.4,0.92,44.2,2140.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,04:00,42.5,40.5,92.6,0.01,0.0,,W,6.8,13.5,0.93,44.2,2140.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,04:15,42.8,39.9,89.3,0.0,0.0,,W,6.6,16.0,0.86,44.2,2143.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,04:30,42.8,38.9,85.8,0.0,0.0,,W,6.0,11.4,0.7,44.2,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,04:45,42.8,38.5,84.6,0.0,0.0,,W,6.1,11.4,0.46,44.2,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,05:00,43.2,38.3,82.6,0.0,0.0,,W,6.2,16.0,0.23,44.2,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,05:15,43.2,38.3,82.5,0.0,0.0,,W,5.9,12.8,0.08,44.2,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,05:30,43.2,38.2,82.4,0.0,0.0,,W,7.3,15.0,0.01,44.2,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,05:45,42.8,38.3,84.1,0.0,0.0,,W,6.2,18.5,0.5,44.2,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,06:00,43.0,39.2,86.3,0.0,0.0,,W,5.4,15.7,0.68,44.2,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,06:15,42.7,38.9,86.3,0.0,0.0,,W,6.7,12.8,0.38,44.2,2143.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,06:30,42.8,38.8,85.4,0.0,0.0,,W,6.0,17.1,0.13,44.2,2141.7,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,06:45,43.2,38.9,84.6,0.0,0.0,,W,5.8,12.4,0.05,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,07:00,42.3,38.5,86.2,0.0,1.0,,W,6.2,12.4,0.47,44.1,2143.2,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,07:15,41.8,38.4,87.8,0.0,10.0,,W,5.1,11.0,0.74,44.1,2143.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,07:30,43.2,39.5,86.7,0.0,18.0,,W,5.5,12.1,0.51,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,07:45,43.3,38.9,84.6,0.0,30.0,,W,5.7,12.1,0.34,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,08:00,43.7,39.1,83.8,0.0,32.0,,W,6.2,14.6,0.18,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,08:15,42.1,38.9,88.3,0.01,28.0,,W,6.0,18.9,0.88,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,08:30,42.6,39.8,90.0,0.0,82.0,,W,5.4,13.2,0.81,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,08:45,43.2,40.3,89.3,0.0,87.0,,SW,7.3,11.7,0.65,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,09:00,44.0,40.3,86.9,0.0,105.0,,W,6.1,12.8,0.41,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,09:15,44.5,40.0,84.0,0.0,151.0,,W,5.4,13.2,0.18,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,09:30,45.1,39.5,80.6,0.0,223.0,,W,6.1,12.8,0.05,44.1,2144.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,09:45,45.2,39.6,80.5,0.0,190.0,,SW,8.2,14.6,0.01,44.1,2144.6,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,10:00,46.0,39.9,79.0,0.0,328.0,,W,7.9,14.6,0.0,44.1,2144.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,10:15,45.9,39.5,78.1,0.01,272.0,,W,7.5,16.0,0.0,44.1,2144.0,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,10:30,44.0,39.0,82.2,0.0,155.0,,W,7.6,20.3,0.48,44.1,2143.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,10:45,45.4,40.4,82.4,0.0,470.0,,W,6.4,17.5,0.25,44.1,2144.7,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,11:00,47.2,40.2,76.5,0.0,483.0,,W,8.8,17.8,0.03,44.1,2143.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,11:15,46.1,39.3,77.2,0.0,336.0,,W,8.8,18.2,0.04,44.0,2143.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,11:30,46.4,39.9,78.0,0.0,471.0,,W,7.9,20.0,0.01,44.0,2144.7,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,11:45,44.8,39.4,81.3,0.0,214.0,,W,7.9,17.8,0.51,44.0,2143.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,12:00,43.7,39.6,85.5,0.0,219.0,,W,5.2,13.2,0.75,44.0,2143.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,12:15,45.2,40.6,83.6,0.0,265.0,,W,7.4,15.7,0.48,44.0,2143.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,12:30,44.8,39.9,82.7,0.0,273.0,,W,5.9,17.8,0.91,44.0,2143.2,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,12:45,46.1,39.8,78.6,0.0,308.0,,W,6.1,13.2,0.67,44.0,2143.5,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,13:00,45.7,38.9,77.1,0.0,277.0,,W,7.4,16.7,0.65,44.0,2143.4,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,13:15,43.9,39.2,83.4,0.0,197.0,,W,5.8,12.4,0.94,44.0,2143.2,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,13:30,45.5,39.5,79.4,0.0,364.0,,W,6.4,13.2,0.77,44.0,2143.7,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,13:45,45.8,38.6,75.8,0.0,184.0,,W,6.6,15.0,0.43,44.0,2143.9,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,14:00,43.7,39.0,83.4,0.01,147.0,,W,6.2,12.8,0.98,44.0,2143.7,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,14:15,43.9,39.3,83.5,0.0,293.0,,W,6.2,11.7,0.92,44.0,2143.9,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,14:30,43.3,38.6,83.5,0.0,185.0,,W,5.4,16.7,0.99,44.0,2142.5,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,14:45,43.8,38.3,80.6,0.0,221.0,,W,6.3,13.9,0.95,44.0,2142.5,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,15:00,43.9,38.0,79.4,0.0,244.0,,W,5.6,12.4,0.89,44.1,2139.5,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,15:15,43.5,38.4,82.1,0.0,189.0,,W,5.4,11.7,0.78,44.1,2139.5,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,15:30,44.0,38.2,79.6,0.0,150.0,,W,5.6,10.7,0.65,44.1,2139.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,15:45,45.0,37.6,75.2,0.0,214.0,,W,5.4,12.8,0.39,44.1,2141.6,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,16:00,44.9,36.2,71.4,0.0,141.0,,W,6.5,15.3,0.07,44.1,2141.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,16:15,44.7,35.7,70.5,0.0,173.0,,W,6.1,12.4,0.01,44.1,2139.4,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,16:30,44.3,35.7,71.6,0.0,126.0,,W,6.7,15.7,0.0,44.1,2139.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,16:45,44.1,35.4,71.4,0.0,100.0,,W,5.7,12.1,0.0,44.1,2139.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,17:00,44.1,35.4,71.2,0.0,77.0,,W,5.3,16.0,0.0,44.1,2139.2,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,17:15,43.5,34.1,69.0,0.0,39.0,,W,5.5,11.4,0.0,44.1,2139.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,17:30,44.1,34.1,67.6,0.0,64.0,,W,6.2,11.7,0.0,44.1,2139.6,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,17:45,43.7,34.3,69.2,0.0,24.0,,W,5.6,10.7,0.0,44.2,2139.9,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,18:00,43.4,33.9,68.8,0.0,10.0,,W,5.2,8.9,0.0,44.2,2140.0,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,18:15,43.2,33.9,69.4,0.0,2.0,,W,5.2,13.9,0.0,44.2,2140.0,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,18:30,43.0,33.8,69.6,0.0,0.0,,W,4.6,9.6,0.0,44.2,2140.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,18:45,42.7,33.9,70.8,0.0,0.0,,SW,4.4,9.2,0.0,44.2,2138.5,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,19:00,42.3,33.1,69.8,0.0,0.0,,W,3.2,9.2,0.0,44.2,2135.4,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,19:15,41.9,33.2,70.9,0.0,0.0,,SW,2.6,7.4,0.0,44.2,2135.4,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,19:30,41.8,33.1,71.0,0.0,0.0,,SW,2.4,5.7,0.0,44.2,2135.4,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,19:45,41.8,33.2,71.4,0.0,0.0,,SW,2.6,7.4,0.0,44.2,2135.4,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,20:00,42.1,34.0,72.6,0.0,0.0,,W,3.5,9.2,0.0,44.2,2135.6,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,20:15,42.2,34.2,72.9,0.0,0.0,,SW,2.6,7.1,0.0,44.2,2136.2,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,20:30,42.3,34.6,73.9,0.0,0.0,,SW,3.1,7.4,0.0,44.2,2134.6,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,20:45,42.2,34.8,75.0,0.0,0.0,,S,2.2,6.4,0.0,44.2,2132.8,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,21:00,41.9,35.0,76.3,0.0,0.0,,W,1.9,4.6,0.0,44.2,2131.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,21:15,41.9,35.2,77.0,0.0,0.0,,W,2.4,6.0,0.0,44.2,2131.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,21:30,41.1,34.6,77.6,0.0,0.0,,SW,1.0,3.5,0.01,44.2,2131.6,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,21:45,39.8,34.3,80.3,0.0,0.0,,E,0.9,2.1,0.01,44.2,2132.2,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,22:00,38.7,34.2,83.6,0.0,0.0,,E,0.7,2.1,0.01,44.3,2132.1,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,22:15,38.0,34.0,85.5,0.0,0.0,,SW,0.6,2.1,0.02,44.2,2132.2,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
2009-03-05,22:30,36.9,33.8,88.5,0.0,0.0,,N ,0.0,0.0,0.03,44.2,2132.3,"Long.Beach, Pacific County",344108,Long.Beach,2020-12-16 01:16:34.548075
