Date,Time PDT,Air Temp °F, Bed Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-10-31,00:15,31.2,,29.1,92.7,0.0,N @0.0,0.0,0.11,0,46.8,21.2,30.32,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,00:30,31.2,,29.2,93.0,0.0,N @0.0,0.0,0.09,0,46.8,21.2,30.32,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,00:45,30.7,,28.7,93.2,0.0,N @0.0,0.0,0.07,0,46.8,21.2,30.32,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,01:00,30.8,,28.8,93.4,0.0,N @0.0,0.0,0.07,0,46.8,21.2,30.32,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,01:15,30.6,,28.7,93.6,0.0,N @0.0,0.0,0.07,0,46.8,21.2,30.32,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,01:30,30.0,,28.0,93.8,0.0,N @0.0,0.0,0.06,0,46.7,21.2,30.32,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,01:45,30.3,,28.4,94.0,0.0,N @0.0,0.0,0.06,0,46.7,21.2,30.32,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,02:00,30.4,,28.5,94.1,0.0,N @0.0,0.0,0.06,0,46.7,21.2,30.33,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,02:15,30.0,,28.1,94.2,0.0,N @0.0,0.0,0.06,0,46.7,21.2,30.32,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,02:30,29.5,,27.6,94.4,0.0,N @0.0,0.0,0.04,0,46.6,21.2,30.33,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,02:45,29.5,,27.7,94.5,0.0,N @0.0,0.0,0.04,0,46.6,21.2,30.33,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,03:00,29.5,,27.7,94.6,0.0,N @0.0,0.0,0.05,0,46.6,21.2,30.33,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,03:15,29.3,,27.5,94.7,0.0,N @0.0,0.0,0.03,0,46.6,21.2,30.34,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
2019-10-31,03:30,29.3,,27.5,94.8,0.0,N @0.0,0.0,0.04,0,46.5,21.2,30.34,"Long.Beach (WSU Long Beach), Pacific County",344108,Long.Beach,2020-06-01 19:01:32.311868
