Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %,Location,Station ID,Station Name,Download Timestamp
2021-02-05,23:15,44.0,43.9,99.2,0.01,0,30.23,SE,3.3,7.1,0.88,44.8,44.2,23.5,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-05,23:30,43.8,43.6,99.2,0.0,0,30.23,SE,3.1,6.7,0.88,44.8,44.2,23.5,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-05,23:45,43.7,43.5,99.2,0.0,0,30.23,SE,3.3,7.1,0.88,44.7,44.3,23.4,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-05,24:00,43.6,43.4,99.2,0.0,0,30.22,SE,3.2,9.9,0.87,44.7,44.3,23.4,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,00:15,43.6,43.4,99.2,0.0,0,30.22,SE,2.8,7.8,0.85,44.7,44.2,23.4,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,00:30,43.5,43.4,99.2,0.0,0,30.21,SE,2.1,4.2,0.81,44.7,44.3,23.4,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,00:45,43.6,43.4,99.2,0.0,0,30.2,SE,2.7,5.3,0.81,44.7,44.3,23.4,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,01:00,43.6,43.4,99.2,0.0,0,30.2,SE,2.6,5.7,0.88,44.6,44.3,23.4,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,01:15,43.5,43.3,99.2,0.0,0,30.2,SE,1.6,4.2,0.91,44.6,44.3,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,01:30,43.4,43.2,99.2,0.01,0,30.19,SE,2.4,4.6,0.91,44.6,44.3,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,01:45,43.3,43.1,99.2,0.0,0,30.19,SE,2.0,4.2,0.9,44.6,44.3,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,02:00,43.2,43.0,99.2,0.0,0,30.18,SE,1.7,3.1,0.9,44.6,44.2,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,02:15,43.1,42.9,99.2,0.0,0,30.18,E,1.5,3.5,0.9,44.5,44.3,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,02:30,43.0,42.8,99.2,0.0,0,30.17,E,2.9,6.0,0.9,44.5,44.2,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,02:45,42.9,42.7,99.2,0.0,0,30.17,NE,2.3,5.3,0.9,44.5,44.3,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,03:00,42.8,42.6,99.2,0.01,0,30.16,NE,2.7,6.4,0.89,44.5,44.2,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,03:15,42.5,42.3,99.2,0.0,0,30.15,E,3.8,11.0,0.88,44.5,44.2,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
2021-02-06,03:30,42.3,42.1,99.2,0.0,0,30.14,SE,3.2,8.2,0.86,44.5,44.2,23.3,"Langley, Langley, Island County",300214,Langley,2021-04-15 13:46:24.635485
