Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-07-02,00:15,74.9,74.9,46.0,35.7,0.0,SW@8.8,12.8,82.1,83.6,2.2,0.0,0,29.87,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,00:30,75.1,75.1,45.5,34.8,0.0,SW@8.6,13.2,81.8,83.4,2.2,0.0,0,29.88,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,00:45,74.5,74.6,45.7,35.8,0.0,SW@9.2,12.8,81.4,83.2,2.2,0.0,0,29.88,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,01:00,74.4,74.4,45.2,35.3,0.0,SW@8.4,13.2,81.1,82.9,2.2,0.0,0,29.88,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,01:15,73.6,73.6,45.5,36.6,0.0,SW@7.8,11.0,80.8,82.7,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,01:30,74.4,74.4,44.2,34.0,0.0,SW@7.8,12.1,80.4,82.5,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,01:45,74.4,74.4,43.7,33.3,0.0,SW@7.4,11.4,80.1,82.3,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,02:00,73.1,73.1,45.3,36.9,0.0,SW@7.4,11.0,79.7,82.1,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,02:15,73.0,73.0,45.2,37.0,0.0,SW@7.1,9.9,79.4,81.9,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,02:30,73.3,73.3,44.8,36.0,0.0,SW@7.4,11.0,79.1,81.7,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,02:45,72.6,72.6,45.1,37.3,0.0,SW@7.4,10.7,78.7,81.5,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,03:00,72.1,72.1,45.2,38.2,0.0,SW@8.2,11.4,78.5,81.4,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,03:15,72.2,72.2,44.9,37.5,0.0,SW@8.0,12.1,78.2,81.2,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,03:30,71.7,71.7,44.8,38.0,0.0,SW@7.2,10.3,77.9,81.0,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,03:45,71.4,71.4,44.8,38.5,0.0,SW@6.8,9.6,77.6,80.8,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,04:00,71.2,71.2,45.2,39.3,0.0,SW@5.9,8.9,77.3,80.6,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,04:15,70.9,70.8,44.9,39.3,0.0,SW@4.8,8.2,77.0,80.4,2.2,0.0,0,29.89,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,04:30,69.6,69.5,45.5,42.0,0.0,S@3.8,7.8,76.8,80.3,2.2,0.0,0,29.9,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,04:45,68.6,68.6,45.6,43.6,0.0,SW@3.4,7.1,76.5,80.1,2.2,0.0,0,29.9,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,05:00,68.8,68.8,45.6,43.4,0.0,S@3.2,7.8,76.2,79.9,2.2,0.0,1,29.9,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,05:15,67.7,67.7,45.8,45.1,0.0,S@2.8,6.4,75.8,79.7,2.2,0.0,4,29.9,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,05:30,67.5,67.5,45.7,45.3,0.0,S@3.0,6.7,75.5,79.6,2.2,0.0,9,29.9,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
2019-07-02,05:45,66.0,65.9,46.7,49.7,0.0,NE@0.8,2.8,75.2,79.4,2.2,0.0,17,29.9,"Azwell, Azwell, Okanogan County",300218,Azwell,2019-08-04 13:35:24.036089
