Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-03-04,23:15,42.3,NW@2.9,4.0,0.0,0,23.2,46.5,30.15,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-04,23:30,42.4,NW@3.1,4.2,0.0,0,22.9,45.5,30.15,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-04,23:45,43.5,N@2.1,3.8,0.0,0,22.9,43.8,30.15,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-04,24:00,43.2,NW@1.7,3.8,0.0,0,22.4,43.3,30.14,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,00:15,42.4,NW@1.9,4.4,0.0,0,22.3,44.5,30.14,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,00:30,40.3,W@2.8,4.6,0.0,0,22.1,47.9,30.13,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,00:45,40.8,NW@3.9,5.6,0.0,0,21.7,46.3,30.13,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,01:00,40.8,NW@3.6,5.2,0.0,0,21.7,46.3,30.13,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,01:15,40.0,NW@3.1,5.3,0.0,0,21.7,47.7,30.12,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,01:30,40.1,W@3.6,5.6,0.0,0,22.0,48.1,30.13,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,01:45,40.6,W@3.8,7.6,0.0,0,22.3,47.6,30.13,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,02:00,41.2,NW@5.1,9.4,0.0,0,22.3,46.7,30.12,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,02:15,40.1,W@4.0,6.8,0.0,0,22.3,48.8,30.12,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,02:30,40.5,NW@4.7,9.2,0.0,0,21.7,46.7,30.11,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,02:45,41.1,NW@5.7,10.2,0.0,0,21.7,45.7,30.11,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,03:00,40.9,NW@8.6,18.9,0.0,0,21.7,46.1,30.1,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,03:15,41.2,W@7.4,13.5,0.0,0,21.5,45.1,30.09,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,03:30,41.2,W@4.6,10.2,0.0,0,21.1,44.4,30.09,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,03:45,40.6,W@4.2,6.2,0.0,0,21.1,45.4,30.08,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,04:00,40.6,W@3.7,6.1,0.0,0,21.1,45.4,30.08,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,04:15,40.8,W@6.0,12.0,0.0,0,21.1,45.0,30.08,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,04:30,40.3,W@3.5,7.3,0.0,0,21.1,45.9,30.07,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,04:45,40.4,S@1.7,5.9,0.0,0,21.0,45.5,30.08,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,05:00,39.4,SW@2.5,5.0,0.0,0,21.1,47.5,30.08,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,05:15,38.7,SW@2.1,3.5,0.0,0,20.5,47.6,30.08,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,05:30,39.2,W@2.1,3.7,0.0,0,20.5,46.8,30.08,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,05:45,39.1,NW@3.7,6.0,0.0,0,20.5,47.0,30.08,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,06:00,36.7,NW@3.7,7.5,0.0,0,20.5,51.6,30.07,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,06:15,38.2,NW@4.6,7.6,0.0,0,20.5,48.5,30.07,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,06:30,36.7,W@3.7,6.4,0.0,1,20.5,51.6,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,06:45,36.1,W@4.0,5.8,0.0,8,20.3,52.3,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,07:00,37.0,W@2.6,5.1,0.0,28,20.4,50.7,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,07:15,36.8,SW@2.8,5.4,0.0,61,21.3,53.2,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,07:30,37.8,W@3.4,5.1,0.0,81,22.4,53.5,30.05,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,07:45,39.1,W@2.8,5.0,0.0,106,23.1,52.3,30.05,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,08:00,41.4,W@1.1,2.6,0.0,171,24.0,49.6,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,08:15,42.5,W@1.0,2.4,0.0,181,23.9,47.5,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,08:30,43.6,E@3.4,7.7,0.0,183,23.9,45.5,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,08:45,44.4,E@5.1,8.0,0.0,255,23.8,43.9,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,09:00,45.1,E@4.2,7.9,0.0,272,24.5,44.1,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,09:15,44.6,SE@4.6,8.1,0.0,234,24.6,45.1,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,09:30,43.9,SE@4.2,7.5,0.0,229,24.4,46.0,30.07,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,09:45,43.7,E@3.8,6.0,0.0,237,24.1,45.6,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,10:00,43.7,E@2.4,5.2,0.0,218,24.0,45.4,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,10:15,43.8,E@3.0,5.5,0.0,198,23.9,45.1,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,10:30,43.9,E@2.6,4.7,0.0,206,24.0,45.1,30.06,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,10:45,44.0,NE@2.4,5.2,0.0,283,24.4,45.6,30.05,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,11:00,44.9,NE@3.0,6.6,0.0,323,25.0,45.2,30.05,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,11:15,45.5,E@3.8,7.9,0.0,324,25.1,44.5,30.04,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,11:30,45.9,E@3.5,7.5,0.0,287,24.8,43.2,30.04,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,11:45,46.4,SE@4.1,7.6,0.0,389,25.2,43.2,30.03,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,12:00,46.9,E@3.7,7.9,0.0,400,25.3,42.4,30.03,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,12:15,47.7,SE@2.8,7.3,0.0,426,25.7,41.9,30.03,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,12:30,47.5,E@3.2,6.5,0.0,365,25.6,42.1,30.02,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,12:45,48.4,E@3.6,7.5,0.0,371,25.5,40.6,30.01,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,13:00,48.5,NE@2.6,5.7,0.0,325,25.5,40.4,30.01,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,13:15,48.5,E@3.7,7.3,0.0,314,25.2,39.9,30.01,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,13:30,48.8,E@3.3,6.7,0.0,324,25.5,39.9,30.0,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,13:45,48.9,SE@4.3,9.3,0.0,308,25.5,39.8,29.99,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,14:00,49.4,E@5.0,8.4,0.0,285,25.6,39.1,29.98,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,14:15,49.4,E@4.2,10.1,0.0,293,25.6,39.2,29.98,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,14:30,49.5,E@4.6,8.8,0.0,285,25.5,38.9,29.97,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,14:45,49.5,E@4.4,8.3,0.0,293,25.4,38.7,29.96,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,15:00,49.9,E@4.5,11.3,0.0,251,25.6,38.6,29.96,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,15:15,50.2,NE@3.6,6.2,0.0,278,25.8,38.3,29.96,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,15:30,50.6,E@3.9,7.2,0.0,259,26.1,38.3,29.95,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,15:45,50.9,E@3.9,7.0,0.0,234,26.3,38.1,29.95,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,16:00,51.1,E@4.0,7.0,0.0,243,26.4,38.0,29.94,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,16:15,51.3,E@3.5,7.0,0.0,197,26.7,38.3,29.94,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,16:30,51.4,E@2.0,4.7,0.0,142,26.6,37.9,29.93,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,16:45,51.4,E@1.3,2.6,0.0,105,26.6,37.9,29.93,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,17:00,51.3,S@1.3,3.0,0.0,80,26.4,37.8,29.93,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,17:15,50.9,W@2.0,3.2,0.0,57,26.1,37.8,29.93,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,17:30,49.9,W@2.0,3.5,0.0,34,26.1,39.2,29.92,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
2020-03-05,17:45,48.0,W@2.5,4.0,0.0,14,25.9,41.9,29.92,"08CF15*, Sunnyside, Yakima County",100011,"08CF15, WA",2020-06-01 00:27:27.328590
