Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2019-04-26,00:15,47.7,47.7,37.1,66.3,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,00:30,47.9,48.0,37.1,65.9,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,00:45,49.5,49.6,37.1,62.0,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,01:00,48.3,48.3,37.3,65.5,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,01:15,49.2,49.1,37.6,64.3,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,01:30,47.8,47.7,39.0,71.4,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,01:45,47.5,47.4,38.0,69.6,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,02:00,47.2,47.3,38.3,71.0,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,02:15,47.9,48.1,37.7,67.3,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,02:30,47.8,47.8,38.3,69.3,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,02:45,46.5,46.4,39.3,75.9,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,03:00,46.3,46.4,37.7,71.9,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,03:15,46.4,46.4,38.9,75.1,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,03:30,45.6,45.6,39.7,79.8,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,03:45,46.4,46.5,38.6,73.9,0.0,N@0.0,0.0,51.9,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,04:00,46.4,46.5,39.0,75.0,0.0,N@0.0,0.0,51.8,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,04:15,48.7,48.8,39.2,69.5,0.0,S@0.6,10.3,51.8,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,04:30,46.1,46.1,40.7,81.5,0.0,N@0.0,0.0,51.8,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,04:45,47.1,47.2,39.5,74.8,0.0,N@0.0,0.0,51.8,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,05:00,49.6,49.7,36.9,61.3,0.0,NW@0.0,1.4,51.8,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,05:15,51.2,51.3,37.4,59.2,0.04,NW@4.1,12.4,51.8,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,05:30,53.1,53.2,37.7,55.8,0.07,NW@7.1,12.8,51.7,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,05:45,51.4,51.5,39.0,62.4,0.12,NW@6.0,14.6,51.7,0.0,0,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,06:00,50.9,51.0,39.0,63.4,0.03,NW@8.5,14.2,51.7,0.0,2,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,06:15,49.8,49.8,39.7,68.2,0.25,NW@8.8,13.9,51.7,0.0,5,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,06:30,48.4,48.5,41.4,76.4,0.33,NW@7.2,12.4,51.6,0.0,10,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,06:45,48.3,48.4,41.6,77.4,0.2,N@1.7,9.9,51.6,0.0,13,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,07:00,48.7,48.7,41.3,75.5,0.1,N@0.0,0.0,51.6,0.0,18,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,07:15,50.4,50.4,39.1,65.0,0.02,N@0.0,0.0,51.6,0.0,23,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,07:30,49.6,49.7,40.6,70.9,0.0,N@0.0,0.0,51.6,0.0,32,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,07:45,50.0,50.1,40.8,70.3,0.0,E@5.0,7.1,51.6,0.0,41,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,08:00,51.0,51.1,39.7,64.9,0.0,E@2.3,7.1,51.5,0.0,47,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,08:15,52.2,52.2,38.9,60.4,0.0,E@1.4,6.7,51.5,0.0,60,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,08:30,51.5,51.5,41.2,67.7,0.0,E@0.5,5.3,51.5,0.0,53,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,08:45,52.5,52.6,37.4,56.1,0.03,W@3.2,12.8,51.5,0.0,56,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,09:00,51.8,51.8,39.5,62.7,0.0,SW@3.5,8.5,51.4,0.0,89,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,09:15,52.2,52.2,40.9,65.0,0.0,SW@1.7,7.1,51.4,0.0,189,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,09:30,53.6,53.5,41.0,62.2,0.0,S@4.0,11.0,51.4,0.0,348,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,09:45,55.6,55.4,40.1,55.7,0.0,SW@6.9,13.2,51.4,0.0,539,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,10:00,56.3,56.2,39.3,52.6,0.0,W@5.2,11.0,51.4,0.0,485,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,10:15,56.7,56.6,38.0,49.5,0.0,W@2.4,11.0,51.3,0.0,384,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,10:30,56.7,56.7,36.2,46.0,0.0,W@5.8,11.4,51.3,0.0,398,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,10:45,57.4,57.3,36.5,45.4,0.0,W@5.9,12.1,51.3,0.0,589,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,11:00,59.0,58.8,35.5,41.3,0.0,W@6.9,12.8,51.3,0.0,674,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,11:15,60.1,59.9,33.1,36.1,0.0,W@3.8,11.7,51.3,0.0,802,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,11:30,60.6,60.3,32.4,34.4,0.0,W@2.5,11.0,51.3,0.0,831,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
2019-04-26,11:45,61.4,61.1,33.2,34.5,0.0,SW@5.4,17.8,51.2,0.0,913,"Ritzville, Adams County",300030,Ritzville,2019-06-25 21:17:13.016629
