Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-12-26,00:15,29.4,28.8,99.5,0.0,N @0.0,0.0,0.03,0,39.9,29.5,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,00:30,29.5,28.9,99.5,0.0,N @0.0,0.0,0.03,0,39.8,29.5,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,00:45,29.2,28.6,99.5,0.0,N @0.0,0.0,0.02,0,39.7,29.1,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,01:00,28.8,28.1,99.5,0.0,N @0.0,0.0,0.02,0,39.7,28.7,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,01:15,28.7,28.0,99.5,0.0,N @0.0,0.0,0.02,0,39.6,28.8,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,01:30,28.8,28.1,99.5,0.0,N @0.0,0.0,0.02,0,39.5,28.8,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,01:45,28.7,28.0,99.5,0.0,N @0.0,0.0,0.02,0,39.5,28.7,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,02:00,28.4,27.7,99.5,0.0,N @0.0,0.0,0.02,0,39.4,28.3,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,02:15,28.7,27.9,99.5,0.0,N @0.0,0.0,0.02,0,39.3,28.7,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,02:30,29.4,28.7,99.5,0.0,N @0.0,0.0,0.02,0,39.3,29.5,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,02:45,29.5,28.9,99.5,0.0,N @0.0,0.0,0.02,0,39.2,29.6,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,03:00,29.8,29.2,99.5,0.0,N @0.0,0.0,0.03,0,39.2,29.9,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,03:15,29.6,29.1,99.5,0.0,N @0.0,0.0,0.03,0,39.1,29.7,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,03:30,28.7,28.0,99.5,0.0,N @0.0,0.0,0.02,0,39.1,28.8,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,03:45,28.3,27.5,99.5,0.0,N @0.0,0.0,0.02,0,39.0,28.3,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,04:00,28.4,27.6,99.5,0.0,N @0.0,0.0,0.02,0,39.0,28.4,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,04:15,27.8,27.0,99.5,0.0,N @0.0,0.0,0.02,0,38.9,27.9,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,04:30,28.2,27.4,99.5,0.0,N @0.0,0.0,0.02,0,38.9,28.2,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
2019-12-26,04:45,28.5,27.8,99.5,0.0,N @0.0,0.0,0.02,0,38.8,28.6,"Fir.Island (Fir Island), Skagit County",330021,Fir.Island,2020-01-21 19:39:40.829467
