Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2009-10-29,00:15,42.5,40.8,93.7,0.01,SE@5.2,8.9,0.85,0,,49.4,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,00:30,42.5,40.7,93.1,0.0,SE@4.4,6.7,0.84,0,,49.4,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,00:45,42.5,40.5,92.5,0.0,SE@4.4,7.1,0.83,0,,49.4,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,01:00,42.5,40.0,90.7,0.0,SE@4.9,9.6,0.82,0,,49.4,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,01:15,42.5,39.8,90.1,0.0,SE@5.0,8.2,0.83,0,,49.4,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,01:30,42.6,39.8,89.7,0.0,SE@5.0,8.5,0.84,0,,49.3,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,01:45,43.0,40.1,89.4,0.0,SE@5.8,8.5,0.85,0,,49.3,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,02:00,43.0,40.2,89.9,0.01,SE@5.0,8.5,0.85,0,,49.3,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,02:15,43.0,40.3,90.0,0.0,SE@5.6,8.9,0.84,0,,49.3,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,02:30,43.0,40.2,89.7,0.0,SE@5.1,8.5,0.84,0,,49.2,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,02:45,43.0,40.3,90.1,0.0,SE@5.9,11.4,0.86,0,,49.2,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,03:00,43.0,40.2,89.8,0.0,SE@6.1,10.7,0.83,0,,49.2,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,03:15,43.3,40.3,89.3,0.0,SE@6.0,11.4,0.84,0,,49.1,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,03:30,43.3,40.3,89.2,0.0,SE@6.6,14.2,0.86,0,,49.1,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,03:45,43.1,40.5,90.3,0.0,E@5.6,10.7,0.86,0,,49.1,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,04:00,42.7,40.7,92.4,0.01,E@5.7,10.7,0.86,0,,49.0,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,04:15,42.5,40.7,93.2,0.0,E@6.1,9.6,0.86,0,,49.0,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,04:30,42.5,40.8,93.7,0.01,SE@5.6,9.9,0.86,0,,49.0,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,04:45,42.5,40.9,94.0,0.0,E@5.4,9.2,0.85,0,,49.0,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,05:00,42.5,40.7,93.2,0.0,E@6.7,11.0,0.83,0,,48.9,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,05:15,42.8,40.4,91.2,0.0,SE@5.6,10.7,0.81,0,,48.9,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,05:30,43.0,40.0,88.9,0.01,SE@7.3,12.4,0.84,0,,48.9,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,05:45,42.7,40.1,90.2,0.02,SE@5.5,9.2,0.84,0,,48.8,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,06:00,42.5,40.6,92.7,0.0,E@5.5,10.7,0.83,0,,48.8,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,06:15,42.7,40.9,93.3,0.0,E@5.1,8.5,0.82,0,,48.8,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,06:30,43.1,41.0,92.2,0.0,E@6.3,12.1,0.83,0,,48.7,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,06:45,43.3,40.7,90.7,0.01,E@7.6,15.3,0.84,0,,48.7,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,07:00,43.4,41.1,91.4,0.0,E@6.9,13.5,0.84,0,,48.7,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,07:15,43.5,41.2,91.7,0.0,E@6.2,10.7,0.83,0,,48.7,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,07:30,43.8,41.5,91.3,0.0,E@5.9,10.3,0.81,0,,48.6,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,07:45,44.2,41.6,90.6,0.0,E@6.1,11.4,0.82,0,,48.6,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,08:00,44.4,41.5,89.3,0.0,E@5.8,9.6,0.8,0,,48.6,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,08:15,44.8,41.8,89.2,0.0,E@5.8,9.6,0.81,2,,48.6,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,08:30,44.5,42.0,90.9,0.01,E@6.0,10.3,0.85,3,,48.5,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
2009-10-29,08:45,44.3,42.4,92.9,0.0,E@5.9,9.9,0.85,7,,48.5,,"Mt.Vernon (WSU Mt Vernon), Mount Vernon, Skagit County",330101,Mt.Vernon,2020-06-01 06:02:49.120400
